code|text_fr|text_de|text_it|version|inclusions_de|inclusions_fr|inclusions_it|exclusions_de|exclusions_fr|exclusions_it|descriptions_de|descriptions_fr|descriptions_it|most_relevant_drgs
83.02.19|Myotomie, autre site|Myotomie, Andere Lokalisation|Miotomia, Altra localizzazione|CHOP 2015||||||||||{}
83.02.99|Myotomie, autre|Myotomie, sonstige|Miotomia, altro|CHOP 2015||||||||||{}
83.03|Bursotomie|Bursotomie|Borsotomia|CHOP 2015||||{Perkutane Aspiration an einer Bursa (83.94)}|{Aspiration de bourse (percutanée) (83.94)}|{Aspirazione (percutanea) della borsa (83.94)}|{Entfernen von Kalkablagerungen in einer Bursa}|{Enlèvement de dépôt calcaire de bourse}|{Rimozione di deposito calcareo della borsa}|{}
83.03.0|Détail de la sous-catégorie 83.03|Detail der Subkategorie 83.03|Dettaglio della sottocategoria 83.03|CHOP 2015||||||||||{}
83.03.00|Bursotomie, SAP|Bursotomie, n.n.bez.|Borsotomia, NAS|CHOP 2015||||||||||{}
83.03.10|Bursotomie, tête et cou|Bursotomie, Kopf und Hals|Borsotomia, Testa e collo|CHOP 2015||||||||||{}
83.03.11|Bursotomie, épaule et aisselle|Bursotomie, Schulter und Axilla|Borsotomia, Spalla e ascella|CHOP 2015||||||||||{}
83.03.12|Bursotomie, bras et coude|Bursotomie, Oberarm und Ellenbogen|Borsotomia, Braccio e gomito|CHOP 2015||||||||||{}
83.03.13|Bursotomie, avant-bras|Bursotomie, Unterarm|Borsotomia, Avambraccio|CHOP 2015||||||||||{}
83.03.14|Bursotomie, paroi thoracique, abdomen et dos|Bursotomie, Brustwand, Bauch und Rücken|Borsotomia, Parete toracica, addome e dorso|CHOP 2015||||||||||{}
83.03.15|Bursotomie, région inguino-génitale et fesses|Bursotomie, Leisten- und Genitalregion und Gesäss|Borsotomia, Regione inguinale e genitale e natiche|CHOP 2015||||||||||{}
83.03.16|Bursotomie, membre inférieur|Bursotomie, Untere Extremität|Borsotomia, Estremità inferiore|CHOP 2015||||||||||{}
83.03.19|Bursotomie, autre site|Bursotomie, Andere Lokalisation|Borsotomia, Altra localizzazione|CHOP 2015||||||||||{}
83.03.99|Bursotomie, autre|Bursotomie, sonstige|Borsotomia, altro|CHOP 2015||||||||||{}
83.09|Autre incision de tissu mou|Sonstige Inzision an den Weichteilen|Altra incisione dei tessuti molli|CHOP 2015||||{Isolierte Inzision von Haut und Subkutangewebe (86.01-86.09)}|{Incision isolée de peau et de tissu sous-cutané (86.01-86.09)}|{Incisione solo di cute e tessuto sottocutaneo (86.01-86.09)}|{Inzision einer Faszie}|{Incision de fascia}|{Incisione della fascia}|{}
83.09.0|Détail de la sous-catégorie 83.09|Detail der Subkategorie 83.09|Dettaglio della sottocategoria 83.09|CHOP 2015||||||||||{}
83.09.00|Autre incision de tissu mou, SAP|Sonstige Inzision an den Weichteilen, n.n.bez.|Altra incisione dei tessuti molli, NAS|CHOP 2015||||||||||{}
83.09.10|Extraction de corps étranger de muscle, de tendon et de fascia, tête et cou|Fremdkörperentfernung aus Muskel, Sehne oder Faszie, Kopf und Hals|Rimozione di corpo estraneo da muscolo, tendine o fascia, Testa e collo|CHOP 2015||||||||||{}
83.09.11|Extraction de corps étranger de muscle, de tendon et de fascia, épaule et aisselle|Fremdkörperentfernung aus Muskel, Sehne oder Faszie, Schulter und Axilla|Rimozione di corpo estraneo da muscolo, tendine o fascia, Spalla e ascella|CHOP 2015||||||||||{}
83.09.12|Extraction de corps étranger de muscle, de tendon et de fascia, bras et coude|Fremdkörperentfernung aus Muskel, Sehne oder Faszie, Oberarm und Ellenbogen|Rimozione di corpo estraneo da muscolo, tendine o fascia, Braccio e gomito|CHOP 2015||||||||||{}
83.09.13|Extraction de corps étranger de muscle, de tendon et de fascia, avant-bras|Fremdkörperentfernung aus Muskel, Sehne oder Faszie, Unterarm|Rimozione di corpo estraneo da muscolo, tendine o fascia, Avambraccio|CHOP 2015||||||||||{}
83.09.14|Extraction de corps étranger de muscle, de tendon et de fascia, paroi thoracique, abdomen et dos|Fremdkörperentfernung aus Muskel, Sehne oder Faszie, Brustwand, Bauch und Rücken|Rimozione di corpo estraneo da muscolo, tendine o fascia, Parete toracica, addome e dorso|CHOP 2015||||||||||{}
83.09.15|Extraction de corps étranger de muscle, de tendon et de fascia, région inguino-génitale et fesses|Fremdkörperentfernung aus Muskel, Sehne oder Faszie, Leisten- und Genitalregion und Gesäss|Rimozione di corpo estraneo da muscolo, tendine o fascia, Regione inguinale e genitale e natiche|CHOP 2015||||||||||{}
83.09.16|Extraction de corps étranger de muscle, de tendon et de fascia, membre inférieur|Fremdkörperentfernung aus Muskel, Sehne oder Faszie, Untere Extremität|Rimozione di corpo estraneo da muscolo, tendine o fascia, Estremità inferiore|CHOP 2015||||||||||{}
83.09.19|Extraction de corps étranger de muscle, de tendon et de fascia, autre site|Fremdkörperentfernung aus Muskel, Sehne oder Faszie, Andere Lokalisation|Rimozione di corpo estraneo da muscolo, tendine o fascia, Altra localizzazione|CHOP 2015||||||||||{}
83.09.90|Autre incision de tissu mou, tête et cou|Sonstige Inzision an den Weichteilen, Kopf und Hals|Altra incisione dei tessuti molli, Testa e collo|CHOP 2015||||||||||{}
83.09.91|Autre incision de tissu mou, épaule et aisselle|Sonstige Inzision an den Weichteilen, Schulter und Axilla|Altra incisione dei tessuti molli, Spalla e ascella|CHOP 2015||||||||||{}
83.09.92|Autre incision de tissu mou, bras et coude|Sonstige Inzision an den Weichteilen, Oberarm und Ellenbogen|Altra incisione dei tessuti molli, Braccio e gomito|CHOP 2015||||||||||{}
83.09.93|Autre incision de tissu mou, avant-bras|Sonstige Inzision an den Weichteilen, Unterarm|Altra incisione dei tessuti molli, Avambraccio|CHOP 2015||||||||||{}
83.09.94|Autre incision de tissu mou, paroi thoracique, abdomen et dos|Sonstige Inzision an den Weichteilen, Brustwand, Bauch und Rücken|Altra incisione dei tessuti molli, Parete toracica, addome e dorso|CHOP 2015||||||||||{}
83.09.95|Autre incision de tissu mou, région inguino-génitale et fesses|Sonstige Inzision an den Weichteilen, Leisten- und Genitalregion und Gesäss|Altra incisione dei tessuti molli, Regione inguinale e genitale e natiche|CHOP 2015||||||||||{}
83.09.96|Autre incision de tissu mou, membre inférieur|Sonstige Inzision an den Weichteilen, Untere Extremität|Altra incisione dei tessuti molli, Estremità inferiore|CHOP 2015||||||||||{}
83.09.97|Autre incision de tissu mou, autre site|Sonstige Inzision an den Weichteilen, Andere Lokalisation|Altra incisione dei tessuti molli, Altra localizzazione|CHOP 2015||||||||||{}
83.09.99|Autre incision de tissu mou, autre|Sonstige Inzision an den Weichteilen, sonstige|Altra incisione dei tessuti molli, altro|CHOP 2015||||||||||{}
83.1|Section de muscle, tendon et fascia|Durchtrennung von Muskel, Sehne und Faszie|Sezione di muscoli, tendini e fasce|CHOP 2015||||||||||{}
83.11|Ténotomie du tendon d'Achille|Tenotomie der Achillessehne|Achillotenotomia|CHOP 2015|||||||{Operation nach Hauser *,Operation nach White *}|{Opération de Hauser *,Opération de White *}|{Intervento secondo Hauser *,Intervento secondo White *}|{}
83.12|Ténotomie des adducteurs de la hanche|Tenotomie der Hüft-Adduktoren|Tenotomia degli adduttori dell'anca|CHOP 2015||||||||||{}
83.13|Autre ténotomie|Sonstige Tenotomie|Altra tenotomia|CHOP 2015|||||||{Aponeurotomie,Sehnendurchtrennung,Tenolyse,Tenotomie zur Dekompression bei Thoracic-outlet-Syndrom}|{Aponévrotomie,Section de tendon,Libération de tendon,Ténotomie pour décompression thoracique (thoracic outlet syndrome),Section transversale de tendon}|{Aponeurotomia,Sezione di tendine,Liberazione di tendine,Tenotomia per decompressione di sbocco toracico (Thoracic-outlet-Syndrom),Transezione di tendine}|{}
83.13.0|Détail de la sous-catégorie 83.13|Detail der Subkategorie 83.13|Dettaglio della sottocategoria 83.13|CHOP 2015||||||||||{}
83.13.00|Autre ténotomie, SAP|Sonstige Tenotomie, n.n.bez.|Altra tenotomia, NAS|CHOP 2015||||||||||{}
83.13.10|Incision de tendon, tête et cou|Inzision einer Sehne, Kopf und Hals|Incisione di tendine, Testa e collo|CHOP 2015||||||||||{}
83.13.11|Incision de tendon, épaule et aisselle|Inzision einer Sehne, Schulter und Axilla|Incisione di tendine, Spalla e ascella|CHOP 2015||||||||||{}
83.13.12|Incision de tendon, bras et coude|Inzision einer Sehne, Oberarm und Ellenbogen|Incisione di tendine, Braccio e gomito|CHOP 2015||||||||||{}
83.13.13|Incision de tendon, avant-bras|Inzision einer Sehne, Unterarm|Incisione di tendine, Avambraccio|CHOP 2015||||||||||{}
83.13.14|Incision de tendon, paroi thoracique, abdomen et dos|Inzision einer Sehne, Brustwand, Bauch und Rücken|Incisione di tendine, Parete toracica, addome e dorso|CHOP 2015||||||||||{}
83.13.15|Incision de tendon, région inguino-génitale et fesses|Inzision einer Sehne, Leisten- und Genitalregion und Gesäss|Incisione di tendine, Regione inguinale e genitale e natiche|CHOP 2015||||||||||{}
83.13.16|Incision de tendon, membre inférieur|Inzision einer Sehne, Untere Extremität|Incisione di tendine, Estremità inferiore|CHOP 2015||||||||||{}
83.13.19|Incision de tendon, autre site|Inzision einer Sehne, andere Lokalisation|Incisione di tendine, Altra localizzazione|CHOP 2015||||||||||{}
83.13.20|Section de tendon, tête et cou|Durchtrennung einer Sehne, Kopf und Hals|Sezione di tendine, Testa e collo|CHOP 2015||||||||||{}
83.13.21|Section de tendon, épaule et aisselle|Durchtrennung einer Sehne, Schulter und Axilla|Sezione di tendine, Spalla e ascella|CHOP 2015||||||||||{}
83.13.22|Section de tendon, bras et coude|Durchtrennung einer Sehne, Oberarm und Ellenbogen|Sezione di tendine, Braccio e gomito|CHOP 2015||||||||||{}
83.13.23|Section de tendon, avant-bras|Durchtrennung einer Sehne, Unterarm|Sezione di tendine, Avambraccio|CHOP 2015||||||||||{}
83.13.24|Section de tendon, paroi thoracique, abdomen et dos|Durchtrennung einer Sehne, Brustwand, Bauch und Rücken|Sezione di tendine, Parete toracica, addome e dorso|CHOP 2015||||||||||{}
83.13.25|Section de tendon, région inguino-génitale et fesses|Durchtrennung einer Sehne, Leisten- und genitalregion und Gesäss|Sezione di tendine, Regione inguinale e genitale e natiche|CHOP 2015||||||||||{}
83.13.26|Section de tendon, membre inférieur|Durchtrennung einer Sehne, Untere Extremität|Sezione di tendine, Estremità inferiore|CHOP 2015||||||||||{}
83.13.29|Section de tendon, autre site|Durchtrennung einer Sehne, Andere Lokalisation|Sezione di tendine, Altra localizzazione|CHOP 2015||||||||||{}
83.13.99|Autre ténotomie, autre|Sonstige Tenotomie, sonstige|Altra tenotomia, altro|CHOP 2015||||||||||{}
83.14|Fasciotomie ou aponévrotomie|Fasziotomie oder Aponeurotomie|Fasciotomia|CHOP 2015|||||||{Durchtrennung des Tractus iliotibialis,Lösung einer Volkmann-Kontraktur durch Fasziotomie,Lösung einer Volkmann-Kontraktur durch Fasziotomie,Stripping einer Faszie}|{Division de la bandelette de Messiat,Libération de contracture de Volkmann par fasciotomie,Libération de contracture de Volkmann par fasciotomie,Stripping de fascia,Division de fascia}|{Sezione di tratto iliotibiale,Risoluzione di contrattura di Volkmann per mezzo di fasciotomia,Risoluzione di contrattura di Volkmann per mezzo di fasciotomia,Stripping di fascia,Sezione della fascia}|{}
83.14.0|Détail de la sous-catégorie 83.14|Detail der Subkategorie 83.14|Dettaglio della sottocategoria 83.14|CHOP 2015||||||||||{}
83.14.00|Fasciotomie ou aponévrotomie, SAP|Fasziotomie oder Aponeurotomie, n.n.bez.|Fasciotomia, NAS|CHOP 2015||||||||||{}
83.14.10|Fasciotomie ou aponévrotomie, tête et cou|Fasziotomie oder Aponeurotomie, Kopf und Hals|Fasciotomia, Testa e collo|CHOP 2015||||||||||{}
83.14.11|Fasciotomie ou aponévrotomie, épaule et aisselle|Fasziotomie oder Aponeurotomie, Schulter und Axilla|Fasciotomia, Spalla e ascella|CHOP 2015||||||||||{}
83.14.12|Fasciotomie ou aponévrotomie, bras et coude|Fasziotomie oder Aponeurotomie, Oberarm und Ellenbogen|Fasciotomia, Braccio e gomito|CHOP 2015||||||||||{}
83.14.13|Fasciotomie ou aponévrotomie, avant-bras|Fasziotomie oder Aponeurotomie, Unterarm|Fasciotomia, Avambraccio|CHOP 2015||||||||||{}
83.14.14|Fasciotomie ou aponévrotomie, paroi thoracique, abdomen et dos|Fasziotomie oder Aponeurotomie, Brustwand, Bauch und Rücken|Fasciotomia, Parete toracica, addome e dorso|CHOP 2015||||||||||{}
83.14.15|Fasciotomie ou aponévrotomie, région inguino-génitale et fesses|Fasziotomie oder Aponeurotomie, Leisten- und Genitalregion und Gesäss|Fasciotomia, Regione inguinale e genitale e natiche|CHOP 2015||||||||||{}
83.14.16|Fasciotomie ou aponévrotomie, membre inférieur|Fasziotomie oder Aponeurotomie, Untere Extremität|Fasciotomia, Estremità inferiore|CHOP 2015||||||||||{}
83.14.19|Fasciotomie ou aponévrotomie, autre site|Fasziotomie oder Aponeurotomie, Andere Lokalisation|Fasciotomia, Altra localizzazione|CHOP 2015||||||||||{}
83.14.99|Fasciotomie ou aponévrotomie, autre|Fasziotomie oder Aponeurotomie, sonstige|Fasciotomia, altro|CHOP 2015||||||||||{}
83.19|Autre section de tissu mou|Sonstige Durchtrennung von Weichteilen|Altra sezione dei tessuti molli|CHOP 2015|||||||{Hängehüfte nach Voss,Muskeldurchtrennung,Myolyse,Myotomie mit Durchtrennung,Myotomie zur Dekompression bei Thoracic-outlet-Syndrom,Skalenotomie}|{Opération de hanche flottante *,Section de muscle,Libération de muscle,Myotomie avec division,Myotomie pour décompression thoracique,Scalénotomie,Section transversale de muscle}|{Sezione di muscolo,Miotomia mediante sezione,Miotomia per decompressione di sbocco toracico (Thoracic-outlet-Syndrom),Scalenotomia,Transezione di muscolo,Decompressione muscolare}|{}
83.19.0|Détail de la sous-catégorie 83.19|Detail der Subkategorie 83.19|Dettaglio della sottocategoria 83.19|CHOP 2015||||||||||{}
83.19.00|Autre section de tissu mou, SAP|Sonstige Durchtrennung von Weichteilen, n.n.bez.|Altra sezione dei tessuti molli, NAS|CHOP 2015||||||||||{}
83.19.10|Section de muscle, tête et cou|Durchtrennung eines Muskels, Kopf und Hals|Sezione di muscolo, Testa e collo|CHOP 2015||||||||||{}
83.19.11|Section de muscle, épaule et aisselle|Durchtrennung eines Muskels, Schulter und Axilla|Sezione di muscolo, Spalla e ascella|CHOP 2015||||||||||{}
83.19.12|Section de muscle, bras et coude|Durchtrennung eines Muskels, Oberarm und Ellenbogen|Sezione di muscolo, Braccio e gomito|CHOP 2015||||||||||{}
83.19.13|Section de muscle, avant-bras|Durchtrennung eines Muskels, Unterarm|Sezione di muscolo, Avambraccio|CHOP 2015||||||||||{}
83.19.14|Section de muscle, paroi thoracique, abdomen et dos|Durchtrennung eines Muskels, Brustwand, Bauch und Rücken|Sezione di muscolo, Parete toracica, addome e dorso|CHOP 2015||||||||||{}
83.19.15|Section de muscle, région inguino-génitale et fesses|Durchtrennung eines Muskels, Leisten- und Genitalregion und Gesäss|Sezione di muscolo, Regione inguinale e genitale e natiche|CHOP 2015||||||||||{}
83.19.16|Section de muscle, membre inférieur|Durchtrennung eines Muskels, Untere Extremität|Sezione di muscolo, Estremità inferiore|CHOP 2015||||||||||{}
83.19.19|Section de muscle, autre site|Durchtrennung eines Muskels, Andere Lokalisation|Sezione di muscolo, Altra localizzazione|CHOP 2015||||||||||{}
83.19.20|Désinsertion de muscle, de tendon et de fascia, tête et cou|Desinsertion von Muskel, Sehne und Faszie, Kopf und Hals|Disinserzione di muscolo, tendine e fascia, Testa e collo|CHOP 2015||||||||||{}
83.19.21|Désinsertion de muscle, de tendon et de fascia, épaule et aisselle|Desinsertion von Muskel, Sehne und Faszie, Schulter und Axilla|Disinserzione di muscolo, tendine e fascia, Spalla e ascella|CHOP 2015||||||||||{}
83.19.22|Désinsertion de muscle, de tendon et de fascia, bras et coude|Desinsertion von Muskel, Sehne und Faszie, Oberarm und Ellenbogen|Disinserzione di muscolo, tendine e fascia, Braccio e gomito|CHOP 2015||||||||||{}
83.19.23|Désinsertion de muscle, de tendon et de fascia, avant-bras|Desinsertion von Muskel, Sehne und Faszie, Unterarm|Disinserzione di muscolo, tendine e fascia, Avambraccio|CHOP 2015||||||||||{}
83.19.24|Désinsertion de muscle, de tendon et de fascia, paroi thoracique, abdomen et dos|Desinsertion von Muskel, Sehne und Faszie, Brustwand, Bauch und Rücken|Disinserzione di muscolo, tendine e fascia, Parete toracica, addome e dorso|CHOP 2015||||||||||{}
83.19.25|Désinsertion de muscle, de tendon et de fascia, région inguino-génitale et fesses|Desinsertion von Muskel, Sehne und Faszie, Leisten- und Genitalregion und Gesäss|Disinserzione di muscolo, tendine e fascia, Regione inguinale e genitale e natiche|CHOP 2015||||||||||{}
